name
"A Bridge Too Far,The Bridge on the River Kwai,For Greater Glory - The True Story of Cristiada,U-571,The Bridge of San Luis Rey,Lion of the Desert,Fury,Inchon,The Longest Day,The Great Raid,Tora! Tora! Tora!,Fort McCoy,The Bridges of Madison County,The Great Escape,Letters from Iwo Jima,The Company,Tea with Mussolini,Fiddler on the Roof,Windtalkers,Unbroken,Patton,Red Tails,55 Days at Peking,Catch-22,Flags of Our Fathers"
"Red Eye,Delivery Man,Broken Vessels,The Matador,Baghead,1408,Below Zero,Firewall,Jack Brooks: Monster Slayer,Invasion U.S.A.,Albert Nobbs,Red Riding Hood,Jack Reacher,A Most Wanted Man,A Serious Man,Meet the Parents,The Lawnmower Man,A Beginner's Guide to Snuff,The Elephant Man,Severance,Alien Zone,Little Fockers,Machete Kills,War, Inc.,Hostel: Part II"
"Final Destination 2,New Nightmare,Final Destination,Final Destination 3,Self/less,Atlas Shrugged Part II,Non-Stop,Absentia,Dark City,Rosemary's Baby,Code Name: The Cleaner,Atlas Shrugged Part III: Who is John Galt?,Friday the 13th: The Final Chapter,The Final Destination,The Fog,The Skeleton Key,Saw: The Final Chapter,Tammy,Thr3e,Session 9,A Million Ways to Die in the West,Lights Out,Event Horizon,Baghead,The Curse of Downers Grove"
"O Brother, Where Art Thou?,Blackthorn,The Monuments Men,Hail, Caesar!,Duets,The Boat That Rocked,The Last Dragon,The Rundown,The One,The Black Dahlia,Year One,Six Days Seven Nights,A Sound of Thunder,Everest,The World's End,Bad Company,The Soloist,Les Misérables,Bridget Jones: The Edge of Reason,Small Soldiers,Sausage Party,Our Brand Is Crisis,An Alan Smithee Film: Burn, Hollywood, Burn,Ghostbusters,Extreme Ops"
"Legion,City of Angels,The Prophecy,Fear and Loathing in Las Vegas,Flight of the Phoenix,Crocodile Dundee in Los Angeles,The Hills Have Eyes 2,The Rite,B-Girl,No Man's Land: The Rise of Reeker,Clash of the Titans,Idlewild,Cursed,Should've Been Romeo,Battle: Los Angeles,An Unfinished Life,Buried,Gerry,Angel Eyes,Hellraiser,I Come with the Rain,The Face of an Angel,Gods of Egypt,The Big Lebowski,Cold Mountain"
"Pain & Gain,All Is Lost,Imagine That,King's Ransom,The Adventures of Elmo in Grouchland,Faster,Should've Been Romeo,Wild Target,The Whole Ten Yards,Code of Honor,American Sniper,Disturbia,The Godfather: Part III,Grosse Pointe Blank,Alfie,Interview with the Assassin,Flying By,Punisher: War Zone,Jeff, Who Lives at Home,Sexy Beast,Multiplicity,The Godfather,Small Apartments,Stripes,The Truman Show"
"In Good Company,About Schmidt,The Wrestler,Good Deeds,Somewhere,1982,Flying By,Should've Been Romeo,Multiplicity,Copying Beethoven,Sense and Sensibility,Donovan's Reef,The Cookout,Me You and Five Bucks,Out of the Blue,Commando,Out of the Blue,Blue Like Jazz,Tycoon,Ali,Swingers,Jersey Girl,A Beautiful Mind,Buffalo '66,The Shipping News"
"Clockstoppers,Imagine That,Disturbia,The Adventurer: The Curse of the Midas Box,The Adventures of Elmo in Grouchland,In Time,Ladder 49,Jackass: The Movie,Project Almanac,Alfie,Total Recall,Flipper,Timecop,After Earth,City By The Sea,War of the Worlds,Boogeyman,Multiplicity,Time Changer,The Incredibles,Young Sherlock Holmes,Frequency,A Dangerous Method,Ali,Raging Bull"
"Silverado,Blazing Saddles,Lone Star,The Killer Inside Me,Wyatt Earp,Knockaround Guys,The Dukes of Hazzard,Rango,30 Days of Night,Crazy in Alabama,Shooter,Eight Legged Freaks,River's Edge,Grown Ups 2,Groundhog Day,Rambo III,American Outlaws,The Quick and the Dead,Saving Silverman,Brigham City,Bully,Little Women,Opal Dream,The Devil's Own,Tombstone"
"Brothers,A Streetcar Named Desire,Dead Man's Shoes,Out of the Furnace,Our Idiot Brother,Get Carter,Charlie St. Cloud,Rockaway,I Am Sam,Contraband,Hell's Angels,Ride Along 2,Jeff, Who Lives at Home,Kickboxer: Vengeance,Faster,The Whole Ten Yards,Poolhall Junkies,What's Eating Gilbert Grape,Garden State,Ghost,The Straight Story,The Proposition,Small Apartments,Only God Forgives,Cape Fear"
"Agent Cody Banks 2: Destination London,Agent Cody Banks,Bandits,Central Intelligence,The World's Fastest Indian,The Toxic Avenger,London Has Fallen,The Other End of the Line,The Three Musketeers,Bulletproof Monk,G-Force,X-Men: First Class,Nighthawks,Jumping the Broom,Æon Flux,The New Guy,The Day After Tomorrow,A Sound of Thunder,How to Be Single,The Sentinel,Miss Congeniality 2: Armed and Fabulous,The Hobbit: The Desolation of Smaug,The Core,Jack Ryan: Shadow Recruit,Velvet Goldmine"
"New Year's Eve,Whale Rider,How to Be Single,New Nightmare,Woo,Dumb and Dumber To,Laws of Attraction,Autumn in New York,The Incredible Burt Wonderstone,Town & Country,Take the Lead,New York, New York,Four Single Fathers,Going the Distance,Hav Plenty,The Day After Tomorrow,And Then Came Love,Friday,The New World,Mutual Appreciation,Synecdoche, New York,Pocketful of Miracles,Last I Heard,Christmas Eve,Cheap Thrills"
"Original Sin,Wicker Park,At First Sight,Nine 1/2 Weeks,Anomalisa,The Shipping News,Disclosure,Maurice,The Betrayed,Point Blank,The Thomas Crown Affair,Beginners,Awake,Self/less,Don McKay,The Libertine,Blood and Chocolate,Kites,Salton Sea,2001: A Space Odyssey,The Slaughter Rule,Moonlight Mile,Fatal Attraction,Edmond,Bran Nue Dae"
"The Raven,Eye of the Beholder,My Soul to Take,Edge of Darkness,Suspect Zero,Frenzy,Zodiac,Copycat,The Next Three Days,The Oxford Murders,The Pledge,All Good Things,Freeze Frame,Sorority Row,The Silence of the Lambs,Double Jeopardy,Se7en,Switchback,Insomnia,The Unborn,November,Righteous Kill,The Cell,Twixt,Savages"
"Welcome to Mooseport,The Full Monty,Harrison Montgomery,Severance,The League of Extraordinary Gentlemen,Romeo + Juliet,Made in Dagenham,Bulworth,The Passion of the Christ,Just Married,Hoffa,Wah-Wah,Cecil B. Demented,Shine,Headhunters,We Bought a Zoo,The Last King of Scotland,DodgeBall: A True Underdog Story,Cleopatra,20 Dates,The 51st State,Alexander,Movie 43,Shame,Spider"
"Highlander: The Final Dimension,The Terminator,Warlock: The Armageddon,Sands of Iwo Jima,Timeline,Doomsday,Underworld: Awakening,Extreme Ops,Cloud Atlas,Small Soldiers,Impostor,Deep Rising,Project Almanac,The Matrix,An Alan Smithee Film: Burn, Hollywood, Burn,Mirror Mirror,The League of Extraordinary Gentlemen,Old Joy,Terminator 3: Rise of the Machines,A Sound of Thunder,Æon Flux,Warrior,Pulse,Resident Evil: Extinction,The Young and Prodigious T.S. Spivet"
"Blood and Wine,Sexy Beast,The Whole Ten Yards,Mr. Turner,I Am Wrath,Reindeer Games,Coriolanus,City By The Sea,Heist,The Counselor,Wanted,1982,Butterfly,Ladder 49,Salton Sea,The Good Thief,Adam,Elizabethtown,Spider,Running Scared,Kickboxer: Vengeance,Garden State,Capote,Rockaway,Love Happens"
"Snow White: A Tale of Terror,Harrison Montgomery,Mirror Mirror,White Noise,Bathory: Countess of Blood,Diary of the Dead,The Last Legion,Hannibal Rising,Heavy Metal,Movie 43,Ararat,Redacted,The Lovers,Severance,Wah-Wah,Triangle,Headhunters,The Woman in Black,The Forest,Brooklyn,The Dark Hours,Fantastic Four,Elizabeth,The Frozen Ground,Southland Tales"
"The Curse of the Jade Scorpion,Mystic Pizza,Nighthawks,Don Jon,The Spanish Prisoner,Blood Ties,All Good Things,Just Like Heaven,Deadfall,Think Like a Man Too,Novocaine,The Sound and the Shadow,Paycheck,Anything Else,Alone With Her,I Don't Know How She Does It,Clerks II,Don McKay,Laws of Attraction,Nightcrawler,Whatever Works,Motherhood,Newlyweds,The Pink Panther,Little Shop of Horrors"
"Accidental Love,The Flintstones in Viva Rock Vegas,Love Letters,The Loved Ones,16 to Life,The Importance of Being Earnest,The Incredibly True Adventure of Two Girls In Love,Annie Hall,Never Again,The Broadway Melody,Shakespeare in Love,Lovely & Amazing,Love Jones,Her,Tom Jones,New in Town,Love & Other Drugs,The Simpsons Movie,Lage Raho Munna Bhai,Beyond the Lights,The Santa Clause,The Age of Adaline,The Ugly Truth,Griff the Invisible,Blonde Ambition"
"Flipper,Just Looking,The Adventures of Elmo in Grouchland,DysFunktional Family,Me You and Five Bucks,Should've Been Romeo,Flying By,The Truman Show,Copying Beethoven,Jeff, Who Lives at Home,1982,Rockaway,Wild Target,All Is Lost,Hellraiser,Ali,Blue Like Jazz,The Amazing Spider-Man,Everything Must Go,Alfie,Khumba,Garden State,Multiplicity,We Are Your Friends,Back to the Future"
"Self/less,Unbreakable,Area 51,Don McKay,Original Sin,Baghead,Moonlight Mile,Abduction,The Village,Cypher,Extreme Measures,Salton Sea,Knowing,Dragonfly,Final Destination 2,Nothing But a Man,Memento,Atlas Shrugged Part III: Who is John Galt?,Alien Zone,To Rome with Love,Phantasm II,Windsor Drive,The Slaughter Rule,2001: A Space Odyssey,Paycheck"
"The Constant Gardener,The 51st State,Shame,Spider,Coriolanus,Hannibal Rising,White Noise,Wah-Wah,Bright Star,The Wind That Shakes the Barley,Arbitrage,Harrison Montgomery,The Last King of Scotland,The Proposition,Made in Dagenham,Focus,Harry Brown,Vera Drake,Redacted,Alexander,Shine,Severance,The Iron Lady,The Bad Lieutenant: Port of Call - New Orleans,Machete Kills"
"The Passion of the Christ,The Full Monty,Romeo + Juliet,Wah-Wah,Harrison Montgomery,The Duchess,Welcome to Mooseport,Love Me Tender,Cleopatra,How Green Was My Valley,Shame,The Bad Lieutenant: Port of Call - New Orleans,The Secret Life of Walter Mitty,Redacted,Gentleman's Agreement,Made in Dagenham,Bulworth,Deadline - U.S.A.,Edward Scissorhands,Spider,All That Jazz,A Cock and Bull Story,Cecil B. Demented,Headhunters,20 Dates"
"Mrs. Doubtfire,Should've Been Romeo,The Verdict,We Bought a Zoo,1982,All That Jazz,Me You and Five Bucks,Blue Like Jazz,My Cousin Vinny,Jeff, Who Lives at Home,The Legend of Hercules,Nine,The Full Monty,Grandma's Boy,20 Dates,The Adventures of Elmo in Grouchland,Out of the Blue,King's Ransom,The Egyptian,Copying Beethoven,Out of the Blue,The Peanuts Movie,Flying By,All Is Lost,Home Alone"
"Rain Man,The Water Diviner,Hell's Angels,The Mudge Boy,Charlie St. Cloud,Bananas,Urbania,The Man in the Iron Mask,Kiss the Girls,Bright Lights, Big City,The Young and Prodigious T.S. Spivet,The Amazing Spider-Man,Our Idiot Brother,The Man from Snowy River,Get Carter,City of Ghosts,Brotherly Love,An Ideal Husband,Hugo,The Weather Man,Cat on a Hot Tin Roof,Cavite,Nine,Igby Goes Down,All Is Lost"
"Gran Torino,All Is Lost,Should've Been Romeo,Flying By,How to Fall in Love,The Truman Show,1982,Jeff, Who Lives at Home,American Sniper,Copying Beethoven,Wild Target,Me You and Five Bucks,The Mudge Boy,A Christmas Carol,Homefront,Manito,The Whole Ten Yards,The Adventures of Elmo in Grouchland,Alfie,Rockaway,Hellraiser,The Last Emperor,Multiplicity,The Amazing Spider-Man,Blue Like Jazz"
"W.,The Truman Show,Jeff, Who Lives at Home,Bruce Almighty,1982,The Whole Ten Yards,Flying By,Copying Beethoven,J. Edgar,Gran Torino,Multiplicity,Me You and Five Bucks,Son of God,Should've Been Romeo,All Is Lost,Memento,The Last Emperor,Wish I Was Here,How to Fall in Love,Nine,Million Dollar Baby,My All American,The Adventures of Elmo in Grouchland,Charlie St. Cloud,Take Me Home Tonight"
"Taken,Taken 2,Cecil B. Demented,The Cold Light of Day,Taken 3,Transporter 2,The Crow,True Lies,Fifty Dead Men Walking,Commando,Live Free or Die Hard,Unstoppable,The Mechanic,Cheaper by the Dozen,The League of Extraordinary Gentlemen,The Kite Runner,The 51st State,The French Connection,Brokedown Palace,Catch That Kid,The Full Monty,Fantastic Four,Southland Tales,Surrogates,Welcome to Mooseport"
"The Best of Me,Admission,All the Real Girls,The Switch,Tiny Furniture,The Best Years of Our Lives,Varsity Blues,21 Jump Street,Edward Scissorhands,The Best Man Holiday,Bride & Prejudice,Grown Ups,Another Year,August,21,Kiss the Bride,Light It Up,The Dirties,High School Musical 3: Senior Year,Conversations with Other Women,Better Luck Tomorrow,Celeste & Jesse Forever,ATL,The Spectacular Now,Charlie Bartlett"
"The Bodyguard,A Walk to Remember,Lucky You,True Romance,Mary Reilly,The Sentinel,Training Day,The Prestige,Disclosure,Poseidon,Proof of Life,Rebecca,My Fair Lady,Extreme Ops,Capote,Swordfish,The Lake House,Cruel Intentions,The Phantom of the Opera,Love Me Tender,Conspiracy Theory,Executive Decision,Love Letters,Gangster Squad,Looney Tunes: Back in Action"
"Schindler's List,Unbroken,Letters from Iwo Jima,U-571,Red Tails,Lawrence of Arabia,Fury,Fort McCoy,The Imitation Game,Saints and Soldiers,War Horse,Proud,Memoirs of a Geisha,Inglourious Basterds,For Greater Glory - The True Story of Cristiada,Miracle at St. Anna,The Monuments Men,Woman in Gold,Gods and Generals,Lincoln,Catch-22,Judgment at Nuremberg,The Pianist,The Railway Man,The Great Raid"
"The Help,The Matrix Reloaded,Bless the Child,The Equalizer,The Fault in Our Stars,Beginners,Raising Helen,Wimbledon,City By The Sea,The Curse of Downers Grove,The Lizzie McGuire Movie,To Write Love on Her Arms,Seventh Son,One Hour Photo,American Dreamz,A Walk to Remember,Caravans,P.S. I Love You,Funny Ha Ha,Analyze That,Paper Towns,The Mirror Has Two Faces,She's the Man,Felicia's Journey,November"
"The Fifth Estate,Son of God,The Soloist,Margin Call,Disturbia,Ladder 49,Flash of Genius,Nixon,Cinderella Man,The Hundred-Foot Journey,Seabiscuit,Forsaken,The Count of Monte Cristo,The Hurricane,Moonlight Mile,Timecop,The Kite Runner,Annie,Spotlight,Antwone Fisher,Flightplan,Delivery Man,A Dangerous Method,3 Days to Kill,Lincoln"
"Scooby-Doo 2: Monsters Unleashed,Scooby-Doo,The Medallion,Creepshow,Son of the Mask,Harry Potter and the Chamber of Secrets,Gremlins,Harry Potter and the Order of the Phoenix,Gremlins 2: The New Batch,Dylan Dog: Dead of Night,Babe: Pig in the City,The Lego Movie,Mystery Men,Looney Tunes: Back in Action,Frankenweenie,Lethal Weapon 4,Max,Dear Wendy,30 Minutes or Less,Doug's 1st Movie,Love in the Time of Monsters,Mad City,Tin Cup,Superman Returns,Monster House"
"Freddy vs. Jason,Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Part VI: Jason Lives,A Nightmare on Elm Street 4: The Dream Master,Friday the 13th Part III,Cecil B. Demented,Jason Goes to Hell: The Final Friday,The Forbidden Kingdom,Anaconda,Friday the 13th: A New Beginning,Jason X,A Nightmare on Elm Street,Woo,Donnie Darko,A Nightmare on Elm Street Part 2: Freddy's Revenge,We're the Millers,Dawn of the Dead,Welcome to the Rileys,Friday the 13th Part VII: The New Blood,Mission: Impossible III,Speed 2: Cruise Control,Saw II,The Secret Life of Walter Mitty,May,Bang Bang Baby"
"The Face of an Angel,Harrison Montgomery,The Calling,Headhunters,Redacted,Made in Dagenham,Jindabyne,Severance,Ararat,The Dirties,Freakonomics,Sin City: A Dame to Kill For,Masked and Anonymous,Hannibal Rising,The Duchess,Imagine Me & You,Florence Foster Jenkins,The Wind That Shakes the Barley,Inside Deep Throat,Wah-Wah,Vera Drake,The Bad Lieutenant: Port of Call - New Orleans,Stolen,Elizabeth,My Week with Marilyn"
"Jimmy Neutron: Boy Genius,Delgo,Mars Needs Moms,E.T. the Extra-Terrestrial,Toy Story 2,The Boxtrolls,Barnyard,Rio,The Adventures of Elmo in Grouchland,The Incredibles,Planet 51,Khumba,Invaders from Mars,I Married a Strange Person!,The Book of Life,Bolt,Back to the Future,Shrek Forever After,The Ant Bully,Chicken Little,Cars 2,Pinocchio,Arthur and the Invisibles,Stuart Little 2,Mr. Peabody & Sherman"
"Cloverfield,The Hitchhiker's Guide to the Galaxy,U.F.O.,The Fifth Element,Super 8,Battleship,How to Lose Friends & Alienate People,Alive,Titan A.E.,Bullets Over Broadway,Napoleon Dynamite,Dylan Dog: Dead of Night,Area 51,Circle,Race to Witch Mountain,Grabbers,The Hangover,Legend of the Guardians: The Owls of Ga'Hoole,Joy Ride,Fantastic Four,Feast,Mutual Friends,The 5th Wave,Sucker Punch,Prophecy"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles,New Year's Eve,We're the Millers,The Incredible Burt Wonderstone,New Nightmare,Woo,The Helix... Loaded,Gremlins 2: The New Batch,Back to the Future Part II,Take the Lead,The Adventures of Pinocchio,Rush Hour 2,Laws of Attraction,Teenage Mutant Ninja Turtles: Out of the Shadows,Friday,The Lord of the Rings: The Two Towers,Money Talks,Drop Dead Gorgeous,The Hobbit: The Battle of the Five Armies,Mortal Kombat,Keanu,Journey to the Center of the Earth,Return to Oz"
"The Untouchables,City By The Sea,The Score,Texas Rangers,Rambo III,The Equalizer,The Rainmaker,The Midnight Meat Train,Double Jeopardy,The Godfather: Part III,Wimbledon,American Hustle,The Jacket,Fort McCoy,Young Sherlock Holmes,Beginners,Layer Cake,Lord of War,Ladder 49,Red Riding: In the Year of Our Lord 1974,Pain & Gain,Donnie Brasco,Stop-Loss,Dying of the Light,The Death and Life of Bobby Z"
"No Country for Old Men,True Grit,The Killer Inside Me,The Spanish Prisoner,Perrier’s Bounty,Walking Tall,Amidst the Devil's Wings,Blood Ties,Happy, Texas,Marvin's Room,The Apostle,Spring Breakers,I Am Wrath,Hannibal Rising,Butterfly on a Wheel,Spider,You Kill Me,Spun,Butterfly,The Life of David Gale,Mindhunters,The Kite Runner,Sahara,Wanted,Suspect Zero"
"Ride Along,Ride Along 2,Take Me Home Tonight,The R.M.,Our Idiot Brother,Kickboxer: Vengeance,Charlie St. Cloud,Should've Been Romeo,From Paris with Love,The Last Emperor,American Hero,Killers,Liar Liar,Fool's Gold,Wild Target,The Amazing Spider-Man,High Road,How to Fall in Love,Knocked Up,She's All That,Interview with the Assassin,Confidence,Homefront,Flying By,Alfie"
"Bridget Jones's Diary,Bridget Jones: The Edge of Reason,Love Actually,Anna Karenina,Shall We Dance?,Elizabeth,The Borrowers,It's a Wonderful Afterlife,Trainspotting,The Proposal,Imagine Me & You,Atonement,Thirteen,My Beautiful Laundrette,Thunderbirds,Home for the Holidays,Definitely, Maybe,Hail, Caesar!,The Holiday,Pride & Prejudice,The Libertine,The Iron Lady,Made in Dagenham,What a Girl Wants,Secretary"
"Chocolat,Tumbleweeds,Divine Secrets of the Ya-Ya Sisterhood,Edward Scissorhands,You Can Count on Me,A Walk on the Moon,Limbo,Because of Winn-Dixie,Mumford,Shall We Dance?,George Washington,16 to Life,Mr. Deeds,Jersey Girl,Blazing Saddles,Cheri,The Guard,Alexander,Mamma Mia!,Dear Wendy,A Walk to Remember,Welcome to the Rileys,Brigham City,The Hoax,Come Early Morning"
"Legally Blonde 2: Red, White & Blonde,My Big Fat Greek Wedding,Who's Your Caddy?,Monster-in-Law,Be Cool,Meet the Fockers,Out of Sight,Inchon,Walking Tall,Cheri,Guess Who,Doctor Zhivago,Straight A's,Zookeeper,The Other End of the Line,Bathing Beauty,Stargate: The Ark of Truth,DodgeBall: A True Underdog Story,The Hotel New Hampshire,Alpha and Omega: The Legend of the Saw Tooth Cave,Sisters in Law,Topsy-Turvy,Sydney White,The Secret Life of Walter Mitty,Foodfight!"
"Parental Guidance,Gulliver's Travels,The Watch,Devil's Due,Mr. Popper's Penguins,Garfield: A Tail of Two Kitties,Rise of the Planet of the Apes,X-Men: First Class,Victor Frankenstein,Monte Carlo,All About Steve,Dragonball Evolution,Death Sentence,Chronicle,Lincoln,Bride Wars,A Good Day to Die Hard,Wall Street: Money Never Sleeps,Machete,Percy Jackson: Sea of Monsters,Night at the Museum: Battle of the Smithsonian,We Bought a Zoo,Garfield,Avatar,The Wolverine"
